From Artist,To Artist,Weight
Anexo Al Norte,Salcido Norte,16.5
Anexo Al Norte,Refugio Norteño,16.5
Anexo Al Norte,Grupo Nuevo Norte,16.5
Anexo Al Norte,La Fe Norteña,46.0
Anexo Al Norte,El Poder De Zacatecas,34.0
Anne Sofie von Otter,Renée Fleming,22.0
Anne Sofie von Otter,Renata Tebaldi,43.5
Anne Sofie von Otter,Jessye Norman,43.0
Anne Sofie von Otter,Magdalena Kozená,22.0
Anne Sofie von Otter,Patricia Petibon,22.0
Anne Sofie von Otter,Natalie Dessay,22.0
Anne Sofie von Otter,Cecilia Bartoli,22.0
Anne Sofie von Otter,Bryn Terfel,22.0
Anne Sofie von Otter,Kiri Te Kanawa,22.0
Anne Sofie von Otter,Teresa Berganza,22.0
Anne Sofie von Otter,Barbara Bonney,44.5
Anne Sofie von Otter,Dawn Upshaw,22.0
Anne Sofie von Otter,Anna Netrebko,22.0
Anne Sofie von Otter,Thomas Quasthoff,40.5
Anne Sofie von Otter,Kathleen Battle,22.0
Anne Sofie von Otter,Andreas Scholl,22.0
Anne Sofie von Otter,Véronique Gens,22.0
Anne Sofie von Otter,Thomas Hampson,41.0
Anne Sofie von Otter,Mirella Freni,22.0
Anne Sofie von Otter,Lucia Popp,42.0
Antonio Pappano,Tullio Serafin,25.5
Antonio Pappano,Alain Lombard,25.5
Antonio Pappano,"Orchestra Del Teatro Alla Scala, Milano",25.5
Antonio Pappano,Sir Simon Rattle,60.0
Antonio Pappano,Orchestra dell'Accademia Nazionale di Santa Cecilia,25.5
Antonio Pappano,Christa Ludwig,45.0
Antonio Pappano,James Levine,25.5
Antonio Pappano,Coro Del Teatro Alla Scala Di Milano,25.5
Antonio Pappano,Sir John Barbirolli,53.0
Antonio Pappano,Riccardo Muti,58.5
Antonio Pappano,Cheryl Studer,45.5
Antonio Pappano,Coro dell'Accademia Nazionale Di Santa Cecilia,25.5
Antonio Pappano,Katia Ricciarelli,25.5
Antonio Pappano,Richard Hickox,50.5
Antonio Pappano,Gabriele Santini,25.5
Antonio Pappano,Erich Leinsdorf,48.5
Antonio Pappano,Staatskapelle Dresden,52.5
Antonio Pappano,Valery Gergiev,56.5
Antonio Pappano,Philharmonia Orchestra,57.0
Antonio Pappano,Agnes Baltsa,25.5
Apink,Girl's Day,59.0
Apink,SISTAR,62.0
Apink,miss A,57.5
Apink,9MUSES,55.5
Apink,B1A4,57.0
Apink,HELLOVENUS,54.0
Apink,f(x),62.0
Apink,Secret,63.0
Apink,G.NA,54.5
Apink,Orange Caramel,56.0
Apink,T-ARA,59.5
Apink,AILEE,64.0
Apink,2NE1,63.0
Apink,4Minute,61.5
Apink,TEEN TOP,56.0
Apink,Wonder Girls,60.5
Apink,EXID,62.0
Apink,BTOB,64.5
Apink,KARA,67.0
Apink,NU'EST,31.0
Arrested Development,Digable Planets,56.0
Arrested Development,De La Soul,59.5
Arrested Development,Jungle Brothers,52.5
Arrested Development,Guru,57.0
Arrested Development,Black Sheep,52.0
Arrested Development,Digital Underground,58.0
Arrested Development,Naughty By Nature,59.0
Arrested Development,Eric B. & Rakim,56.5
Arrested Development,The Pharcyde,61.5
Arrested Development,Brand Nubian,53.0
Arrested Development,Slick Rick,58.0
Arrested Development,Q-Tip,61.5
Arrested Development,Big Daddy Kane,54.5
Arrested Development,Jurassic 5,59.0
Arrested Development,Del The Funky Homosapien,56.5
Arrested Development,Pete Rock & C.L. Smooth,54.5
Arrested Development,Blackalicious,55.0
Arrested Development,The Roots,61.5
Arrested Development,Public Enemy,58.5
Arrested Development,A Tribe Called Quest,64.0
Artemis Quartet,Quatuor Mosaïques,14.5
Artemis Quartet,Alban Berg Quartett,38.5
Artemis Quartet,Borodin Quartet,35.5
Artemis Quartet,Quatuor Ébène,39.0
Artemis Quartet,Guarneri Quartet,27.5
Artemis Quartet,Belcea Quartet,31.5
Artemis Quartet,Juilliard String Quartet,30.0
Artemis Quartet,Takács Quartet,33.5
Artemis Quartet,Emerson String Quartet,39.5
Artemis Quartet,Tokyo String Quartet,14.5
Artemis Quartet,Beaux Arts Trio,33.0
Artemis Quartet,Pieter Wispelwey,14.5
Artemis Quartet,Leonidas Kavakos,14.5
Artemis Quartet,Jerusalem Quartet,14.5
Artemis Quartet,Melos Quartet,33.5
Artemis Quartet,Truls Mørk,14.5
Artemis Quartet,Quartetto Italiano,34.0
Artemis Quartet,Isabelle Faust,14.5
Artemis Quartet,Jean-Guihen Queyras,14.5
Artemis Quartet,Gidon Kremer,39.5
Arturo Toscanini,Otto Klemperer,38.0
Arturo Toscanini,Bruno Walter,34.5
Arturo Toscanini,Charles Münch,34.5
Arturo Toscanini,Wilhelm Furtwängler,35.5
Arturo Toscanini,Erich Leinsdorf,36.0
Arturo Toscanini,Sergiu Celibidache,34.5
Arturo Toscanini,Günter Wand,35.5
Arturo Toscanini,Sir John Barbirolli,42.5
Arturo Toscanini,Carlo Maria Giulini,41.5
Arturo Toscanini,Pierre Monteux,32.5
Arturo Toscanini,George Szell,42.0
Arturo Toscanini,Rudolf Kempe,31.5
Arturo Toscanini,Evgeny Mravinsky,28.5
Arturo Toscanini,André Cluytens,32.0
Arturo Toscanini,Dimitri Mitropoulos,28.0
Arturo Toscanini,Claudio Abbado,48.5
Arturo Toscanini,Fritz Reiner,38.0
Arturo Toscanini,Jean Martinon,29.5
Arturo Toscanini,Klaus Tennstedt,34.0
Arturo Toscanini,Carlos Kleiber,45.5
Ashley Cooke,Alana Springsteen,58.0
Ashley Cooke,Sophia Scott,59.5
Ashley Cooke,Mitch Rossell,60.5
Ashley Cooke,Kylie Morgan,60.5
Ashley Cooke,Smithfield,56.5
Ashley Cooke,Julia Cole,61.0
Ashley Cooke,CHASE WRIGHT,60.5
Ashley Cooke,Ryan Griffin,58.5
Ashley Cooke,Priscilla Block,30.5
Ashley Cooke,Alexandra Kay,60.5
Ashley Cooke,Lily Rose,59.5
Ashley Cooke,Lauren Duski,57.5
Ashley Cooke,Adam Doleac,30.5
Ashley Cooke,Tyler Rich,30.5
Ashley Cooke,Conner Smith,30.5
Ashley Cooke,Robyn Ottolini,57.5
Ashley Cooke,Austin Burke,60.5
Ashley Cooke,Tenille Arts,63.5
Ashley Cooke,Renee Blair,30.5
Ashley Cooke,Peytan Porter,54.0
Assembly of Dust,Ekoostik Hookah,34.0
Assembly of Dust,Tea Leaf Green,34.0
Assembly of Dust,moe.,46.0
Assembly of Dust,Strangefolk,33.0
Assembly of Dust,The Big Wu,33.0
Assembly of Dust,Keller Williams,40.0
Assembly of Dust,Phil Lesh & Friends,30.5
Assembly of Dust,The String Cheese Incident,41.5
Assembly of Dust,Mike Gordon,38.5
Assembly of Dust,Leftover Salmon,39.5
Assembly of Dust,Widespread Panic,43.0
Assembly of Dust,Keller & The Keels,34.5
Assembly of Dust,Trey Anastasio,41.5
Assembly of Dust,New Monsoon,15.5
Assembly of Dust,Railroad Earth,40.0
Assembly of Dust,Umphrey's McGee,42.0
Assembly of Dust,Vida Blue,15.5
Assembly of Dust,Page McConnell,29.0
Assembly of Dust,The Disco Biscuits,38.5
Assembly of Dust,Steve Kimock Band,15.5
Audio Avenues,bito bitox,31.0
Audio Avenues,Green Bicycle,31.0
Audio Avenues,Recaps,31.0
Audio Avenues,Prince Enigma,32.0
Audio Avenues,Nollex,31.5
Audio Avenues,Sail & Weep,38.0
Audio Avenues,Kantboll,32.0
Audio Avenues,ps-www,15.0
Audio Avenues,dreams of saola,33.0
Audio Avenues,crayonine,31.5
Audio Avenues,DHN Missile,31.5
Audio Avenues,Wax A Dizk,32.5
Audio Avenues,"Jaz, The Legend",29.5
Audio Avenues,Scasca,31.5
Audio Avenues,Eli Stewart,32.5
Audio Avenues,static breather,29.5
Audio Avenues,Silk Mhake,15.0
Audio Avenues,Gibun,15.0
Audio Avenues,Jolly Jordan,15.0
Audio Avenues,mazurka,15.0
Austin Burke,Sam Grow,27.0
Austin Burke,Levi Hummon,27.0
Austin Burke,Ryan Griffin,55.0
Austin Burke,Adam Sanders,27.0
Austin Burke,SixForty1,27.0
Austin Burke,Brandon Lay,27.0
Austin Burke,Smithfield,53.0
Austin Burke,Sammy Arriaga,54.5
Austin Burke,Filmore,27.0
Austin Burke,Drew Green,27.0
Austin Burke,Roman Alexander,27.0
Austin Burke,Dylan Schneider,27.0
Austin Burke,Tyler Braden,27.0
Austin Burke,Chris Bandi,27.0
Austin Burke,Drew Baldridge,27.0
Austin Burke,Alana Springsteen,54.5
Austin Burke,Hunter Phelps,27.0
Austin Burke,Josh Melton,27.0
Austin Burke,Jordan Rager,27.0
Austin Burke,Sean Stemaly,27.0
B-Free,Sissy Nobby,27.0
B-Free,Mykki Blanco,27.0
B-Free,Leikeli47,27.0
B-Free,Cakes da Killa,27.0
B-Free,Dai Burger,27.0
B-Free,TT The Artist,27.0
B-Free,BbyMutha,27.0
B-Free,Rebirth Brass Band,27.0
B-Free,Junglepussy,27.0
B-Free,Magnolia Shorty,27.0
B-Free,Ha-Sizzle,27.0
B-Free,Alaska Thunderfuck,27.0
B-Free,Janelle Monáe,27.0
B-Free,Kari Faux,27.0
B-Free,Tank and The Bangas,27.0
B-Free,Todrick Hall,27.0
B-Free,Cazwell,27.0
B-Free,Trina,27.0
B-Free,Brooke Candy,27.0
B-Free,The Soul Rebels,27.0
B.A.P,VIXX LR,44.0
B.A.P,BOYFRIEND,46.5
B.A.P,Block B,55.0
B.A.P,CROSS GENE,43.5
B.A.P,Block B - BASTARZ,46.0
B.A.P,KNK,48.5
B.A.P,UP10TION,47.0
B.A.P,HISTORY,53.5
B.A.P,INFINITE,50.5
B.A.P,VIXX,53.0
B.A.P,RAVI,66.0
B.A.P,Highlight,54.5
B.A.P,SF9,56.5
B.A.P,TEEN TOP,50.5
B.A.P,VAV,49.5
B.A.P,JBJ,45.5
B.A.P,MBLAQ,49.0
B.A.P,HotShot,42.5
B.A.P,NU'EST,24.5
B.A.P,ToppDogg,44.5
B.I,Big Pun,74.0
B.I,Mobb Deep,40.5
B.I,N.W.A.,77.0
B.I,Warren G,40.5
B.I,Naughty By Nature,76.0
B.I,Eazy-E,80.0
B.I,Makaveli,40.5
B.I,Westside Connection,75.5
B.I,Big L,76.5
B.I,Method Man,82.5
B.I,Fabolous,80.0
B.I,Redman,79.5
B.I,Busta Rhymes,40.5
B.I,Ice Cube,40.5
B.I,The Game,40.5
B.I,Bone Thugs-N-Harmony,40.5
B.I,Wu-Tang Clan,82.0
B.I,Gang Starr,73.5
B.I,LL Cool J,40.5
B.I,Ol' Dirty Bastard,75.5
B1A4,TEEN TOP,50.0
B1A4,MBLAQ,48.5
B1A4,CNBLUE,53.0
B1A4,U-KISS,49.0
B1A4,BTOB,58.5
B1A4,G.NA,47.5
B1A4,SISTAR,54.0
B1A4,miss A,50.5
B1A4,f(x),54.0
B1A4,Girl's Day,51.0
B1A4,NU'EST,24.0
B1A4,G-DRAGON,58.0
B1A4,Apink,57.0
B1A4,Beast,60.5
B1A4,FTISLAND,52.0
B1A4,2NE1,56.0
B1A4,4Minute,53.5
B1A4,T-ARA,52.5
B1A4,Secret,56.0
B1A4,VIXX,52.5
BAECHIGI,Verbal Jint,43.0
BAECHIGI,Mad Clown,44.0
BAECHIGI,P-Type,31.5
BAECHIGI,Dynamicduo,41.0
BAECHIGI,The Quiett,43.0
BAECHIGI,Dok2,42.0
BAECHIGI,B-Free,43.5
BAECHIGI,Basick,41.0
BAECHIGI,MC Sniper,35.5
BAECHIGI,Drunken Tiger,37.0
BAECHIGI,Beenzino,46.5
BAECHIGI,Eluphant,15.5
BAECHIGI,JINUSEAN,32.5
BAECHIGI,Outsider,38.5
BAECHIGI,Untouchable,32.0
BAECHIGI,Joosuc,15.5
BAECHIGI,Honey Family,21.5
BAECHIGI,Okasian,37.0
BAECHIGI,DJ DOC,36.0
BAECHIGI,Monday Kiz,15.5
BAEKHYUN,CHEN,75.5
BAEKHYUN,CHANYEOL,33.5
BAEKHYUN,SUHO,33.5
BAEKHYUN,EXO-SC,33.5
BAEKHYUN,D.O.,68.0
BAEKHYUN,TAEMIN,67.5
BAEKHYUN,TAEYONG,33.5
BAEKHYUN,EXO-CBX,63.0
BAEKHYUN,LAY,33.5
BAEKHYUN,SuperM,33.5
BAEKHYUN,NCT U,33.5
BAEKHYUN,EXO-K,62.5
BAEKHYUN,KEY,74.0
BAEKHYUN,NCT 127,33.5
BAEKHYUN,NCT,74.0
BAEKHYUN,NCT DREAM,74.0
BAEKHYUN,ONEW,64.0
BAEKHYUN,WENDY,33.5
BAEKHYUN,Lu Han,33.5
BAEKHYUN,MAX CHANGMIN,58.0
BBC Philharmonic,English Northern Philharmonia,26.5
BBC Philharmonic,Ulster Orchestra,26.5
BBC Philharmonic,City Of Birmingham Symphony Orchestra,51.5
BBC Philharmonic,Helsinki Philharmonic Orchestra,45.0
BBC Philharmonic,Richard Hickox,50.5
BBC Philharmonic,Moscow Symphony Orchestra,47.0
BBC Philharmonic,Lahti Symphony Orchestra,26.5
BBC Philharmonic,Bamberg Symphony,26.5
BBC Philharmonic,Vernon Handley,26.5
BBC Philharmonic,Royal Scottish National Orchestra,50.5
BBC Philharmonic,Iceland Symphony Orchestra,26.5
BBC Philharmonic,Ukraine National Symphony Orchestra,26.5
BBC Philharmonic,Leonard Slatkin,52.0
BBC Philharmonic,New Zealand Symphony Orchestra,26.5
BBC Philharmonic,Detroit Symphony Orchestra,49.0
BBC Philharmonic,Bergen Philharmonic Orchestra,26.5
BBC Philharmonic,BBC Symphony Orchestra,57.5
BBC Philharmonic,Edward Gardner,26.5
BBC Philharmonic,Rumon Gamba,26.5
BBC Philharmonic,New Philharmonia Orchestra,54.0
BBC Symphony Orchestra,New York Philharmonic,57.5
BBC Symphony Orchestra,Chicago Symphony Orchestra,56.0
BBC Symphony Orchestra,Philharmonia Orchestra,59.5
BBC Symphony Orchestra,Sir Simon Rattle,60.5
BBC Symphony Orchestra,City Of Birmingham Symphony Orchestra,52.0
BBC Symphony Orchestra,Czech Philharmonic Orchestra,55.0
BBC Symphony Orchestra,San Francisco Symphony,57.0
BBC Symphony Orchestra,Andrew Davis,27.0
BBC Symphony Orchestra,Staatskapelle Dresden,55.0
BBC Symphony Orchestra,Royal Concertgebouw Orchestra,56.5
BBC Symphony Orchestra,Boston Symphony Orchestra,59.5
BBC Symphony Orchestra,Sir Colin Davis,55.5
BBC Symphony Orchestra,Valery Gergiev,57.0
BBC Symphony Orchestra,New Philharmonia Orchestra,54.5
BBC Symphony Orchestra,Leonard Slatkin,52.5
BBC Symphony Orchestra,Royal Liverpool Philharmonic Orchestra,56.5
BBC Symphony Orchestra,Gothenburg Symphony Orchestra,55.0
BBC Symphony Orchestra,Richard Hickox,51.0
BBC Symphony Orchestra,Helsinki Philharmonic Orchestra,45.5
BBC Symphony Orchestra,Royal Scottish National Orchestra,51.0
BESTie,FIESTAR,36.5
BESTie,Jun Hyo Seong,33.5
BESTie,Stellar,50.0
BESTie,MelodyDay,31.5
BESTie,LADIES' CODE,38.5
BESTie,SISTAR19,39.0
BESTie,AOA CREAM,30.0
BESTie,Minah,32.0
BESTie,HELLOVENUS,38.5
BESTie,BerryGood,33.5
BESTie,Sunny Hill,34.5
BESTie,D.Holic,28.0
BESTie,Gain,41.0
BESTie,9MUSES,40.0
BESTie,PLAYBACK,15.5
BESTie,Crayon Pop,37.5
BESTie,Dalshabet,36.5
BESTie,After School,42.0
BESTie,Girl's Day,43.5
BESTie,UNI.T,15.5
BIGBANG,G-DRAGON,71.5
BIGBANG,GD&TOP,62.5
BIGBANG,2NE1,69.5
BIGBANG,SEUNGRI,68.5
BIGBANG,TEEN TOP,63.5
BIGBANG,2PM,69.5
BIGBANG,Beast,74.0
BIGBANG,SUPER JUNIOR,72.0
BIGBANG,MBLAQ,62.0
BIGBANG,TVXQ!,68.0
BIGBANG,SHINee,73.5
BIGBANG,B1A4,64.5
BIGBANG,CNBLUE,66.5
BIGBANG,WINNER,70.5
BIGBANG,miss A,64.0
BIGBANG,Epik High,71.0
BIGBANG,f(x),67.5
BIGBANG,Jay Park,75.5
BIGBANG,4Minute,67.0
BIGBANG,FTISLAND,65.5
BIGFLO,Rilès,31.5
BIGFLO,KIKESA,31.5
BIGFLO,Casseurs Flowters,31.5
BIGFLO,Columbine,31.5
BIGFLO,Lorenzo,31.5
BIGFLO,Spider ZED,31.5
BIGFLO,Lonepsi,31.5
BIGFLO,Scylla,31.5
BIGFLO,Roméo Elvis,31.5
BIGFLO,Eddy de Pretto,31.5
BIGFLO,Caballero & JeanJass,31.5
BIGFLO,Davodka,31.5
BIGFLO,Lomepal,31.5
BIGFLO,Lord Esperanza,31.5
BIGFLO,L'Or du Commun,31.5
BIGFLO,PRIME,31.5
BIGFLO,Gringe,31.5
BIGFLO,Fatal Bazooka,31.5
BIGFLO,Georgio,31.5
BIGFLO,Therapie TAXI,31.5
BLOO,Dillon Carmichael,31.5
BLOO,Tyler Braden,31.5
BLOO,Sam Riggs,31.5
BLOO,Jameson Rodgers,31.5
BLOO,Tyler Booth,31.5
BLOO,Adam Doleac,31.5
BLOO,Travis Denning,31.5
BLOO,Kolby Cooper,31.5
BLOO,Mike Ryan,31.5
BLOO,Read Southall Band,31.5
BLOO,Kody West,31.5
BLOO,Randall King,31.5
BLOO,Ian Munsick,31.5
BLOO,Flatland Cavalry,31.5
BLOO,Sean Stemaly,31.5
BLOO,William Clark Green,31.5
BLOO,Triston Marez,31.5
BLOO,Trey Lewis,31.5
BLOO,Kameron Marlowe,31.5
BLOO,Kolton Moore & the Clever Few,31.5
BOBBY,Rowdy Rebel,66.5
BOBBY,Fredo Santana,57.5
BOBBY,Jay Critch,65.5
BOBBY,Lil Reese,65.0
BOBBY,Doe Boy,64.0
BOBBY,Desiigner,67.5
BOBBY,FBG Duck,59.0
BOBBY,Duke Deuce,62.5
BOBBY,Casanova,60.5
BOBBY,Quality Control,68.0
BOBBY,Blac Youngsta,67.0
BOBBY,Famous Dex,69.5
BOBBY,O.T. Genasis,64.0
BOBBY,HoodRich Pablo Juan,63.5
BOBBY,BlocBoy JB,69.0
BOBBY,Tee Grizzley,70.0
BOBBY,Funk Flex,61.5
BOBBY,Quavo,74.5
BOBBY,Pressa,64.0
BOBBY,Shy Glizzy,67.0
BOL4,AKMU,66.5
BOL4,HEIZE,67.0
BOL4,Eddy Kim,60.0
BOL4,KIMSEJEONG,33.0
BOL4,Yerin Baek,65.5
BOL4,I.O.I,33.0
BOL4,OH MY GIRL,33.0
BOL4,Rothy,33.0
BOL4,SURAN,64.5
BOL4,Lovelyz,33.0
BOL4,Crush,69.0
BOL4,Baek A Yeon,33.0
BOL4,Hyolyn,64.5
BOL4,Jung Seung Hwan,33.0
BOL4,JEONG EUN JI,33.0
BOL4,fromis_9,33.0
BOL4,APRIL,33.0
BOL4,Suzy,33.0
BOL4,JAMIE,33.0
BOL4,Sam Kim,33.0
BOYFRIEND,Sally Boy,40.0
BOYFRIEND,marcos g,46.5
BOYFRIEND,Mei,50.5
BOYFRIEND,georgee,42.5
BOYFRIEND,Daju,39.5
BOYFRIEND,Sylo,45.5
BOYFRIEND,Lukey,42.0
BOYFRIEND,papichuloteej,43.0
BOYFRIEND,Jae Luna,44.0
BOYFRIEND,Leon Zhang,35.5
BOYFRIEND,remy,54.5
BOYFRIEND,Sonny Zero,47.0
BOYFRIEND,Kyle Lux,45.5
BOYFRIEND,Weston Estate,51.5
BOYFRIEND,The Millennial Club,48.5
BOYFRIEND,Public Library Commute,47.0
BOYFRIEND,templuv,38.5
BOYFRIEND,Sway Bleu,44.0
BOYFRIEND,bixby,41.5
BOYFRIEND,Laica,47.0
BTOB,B1A4,58.5
BTOB,TEEN TOP,57.5
BTOB,NU'EST,31.5
BTOB,MBLAQ,56.0
BTOB,U-KISS,56.5
BTOB,VIXX,60.0
BTOB,f(x),61.5
BTOB,CNBLUE,60.5
BTOB,SISTAR,61.5
BTOB,BOYFRIEND,53.5
BTOB,AILEE,64.5
BTOB,B.A.P,59.0
BTOB,JJ Project,55.5
BTOB,Beast,68.0
BTOB,Apink,64.5
BTOB,G-DRAGON,65.5
BTOB,G.NA,55.0
BTOB,miss A,58.0
BTOB,SHINee,67.5
BTOB,Girl's Day,58.5
BTS,j-hope,47.5
BTS,V,93.0
BTS,RM,47.5
BTS,Eric Nam,47.5
BTS,Stray Kids,92.5
BTS,SEVENTEEN,89.5
BTS,Monsta X,85.5
BTS,NCT 127,47.5
BTS,GOT7,84.0
BTS,The Rose,76.0
BTS,DAY6,85.0
BTS,NCT,89.0
BTS,MAMAMOO,47.5
BTS,TAEMIN,81.5
BTS,THE BOYZ,81.5
BTS,Agust D,47.5
BTS,PENTAGON,81.5
BTS,TOMORROW X TOGETHER,47.5
BTS,Jung Kook,84.0
BTS,EXO,87.5
BUMKEY,Sanchez,24.5
BUMKEY,Yang Da Il,48.5
BUMKEY,Jooyoung,52.0
BUMKEY,Gaeko,55.5
BUMKEY,LambC,50.0
BUMKEY,Eddy Kim,52.5
BUMKEY,SURAN,56.0
BUMKEY,Primary,50.0
BUMKEY,San E,62.5
BUMKEY,Hoody,55.5
BUMKEY,jeebanoff,50.0
BUMKEY,Junggigo,53.0
BUMKEY,Kim Na Young,24.5
BUMKEY,Dynamicduo,50.0
BUMKEY,CRUCiAL STAR,48.5
BUMKEY,Chancellor,52.0
BUMKEY,Crush,60.5
BUMKEY,Verbal Jint,51.0
BUMKEY,Lee MinHyuk,24.5
BUMKEY,GRAY,66.5
BURSTERS,The VANE,13.0
BURSTERS,NOVADOX,21.0
BURSTERS,Royal Pirates,30.0
BURSTERS,Drug Restaurant,30.5
BURSTERS,South Club,30.5
BURSTERS,IMGL,13.0
BURSTERS,Guckkasten,13.0
BURSTERS,FTISLAND,39.0
BURSTERS,Wetter,13.0
BURSTERS,NELL,53.0
BURSTERS,N.Flying,41.0
BURSTERS,IZ,13.0
BURSTERS,THE SOLUTIONS,13.0
BURSTERS,BANG YONGGUK,13.0
BURSTERS,2Z,13.0
BURSTERS,Purple Rain,13.0
BURSTERS,Rolling Quartz,13.0
BURSTERS,Bandage,13.0
BURSTERS,LØREN,13.0
BURSTERS,D-CRUNCH,13.0
Baby Bash,Chingy,70.5
Baby Bash,Lil Rob,33.0
Baby Bash,Brown Boy,33.0
Baby Bash,Frankie J,33.0
Baby Bash,Amanda Perez,33.0
Baby Bash,Pretty Ricky,68.5
Baby Bash,NB Ridaz,33.0
Baby Bash,MC Magic,33.0
Baby Bash,Bow Wow,66.0
Baby Bash,Ying Yang Twins,69.0
Baby Bash,New Boyz,33.0
Baby Bash,Lucky Luciano,33.0
Baby Bash,T-Pain,74.5
Baby Bash,Chingo Bling,33.0
Baby Bash,Lil Cuete,33.0
Baby Bash,Mike Jones,33.0
Baby Bash,Dem Franchize Boyz,62.0
Baby Bash,Mr. Capone-E,33.0
Baby Bash,Plies,67.5
Baby Bash,Paula DeAnda,33.0
Bad Manners,The Selecter,44.5
Bad Manners,Judge Dread,40.5
Bad Manners,The Specials,23.0
Bad Manners,Hepcat,42.0
Bad Manners,Madness,23.0
Bad Manners,The Aggrolites,44.5
Bad Manners,Mr. Review,23.0
Bad Manners,The Beat,23.0
Bad Manners,The Toasters,23.0
Bad Manners,Symarip,41.5
Bad Manners,Laurel Aitken,23.0
Bad Manners,The Bodysnatchers,39.5
Bad Manners,Two Tone Club,23.0
Bad Manners,Death Of Guitar Pop,23.0
Bad Manners,The Dualers,23.0
Bad Manners,Derrick Morgan,42.0
Bad Manners,Skarface,23.0
Bad Manners,Bluekilla,23.0
Bad Manners,8°6 Crew,23.0
Bad Manners,The Skatalites,23.0
Bananarama,Kim Wilde,30.0
Bananarama,Belinda Carlisle,30.0
Bananarama,Alison Moyet,30.0
Bananarama,Mel & Kim,30.0
Bananarama,Culture Club,30.0
Bananarama,Dead Or Alive,30.0
Bananarama,Nik Kershaw,30.0
Bananarama,T'Pau,30.0
Bananarama,Jason Donovan,30.0
Bananarama,Johnny Hates Jazz,30.0
Bananarama,Martika,30.0
Bananarama,Hazell Dean,30.0
Bananarama,Samantha Fox,30.0
Bananarama,Fine Young Cannibals,30.0
Bananarama,Thompson Twins,30.0
Bananarama,Rick Astley,30.0
Bananarama,Bucks Fizz,30.0
Bananarama,Howard Jones,30.0
Bananarama,Sheena Easton,30.0
Bananarama,Paul Young,30.0
Barbara Bonney,Diana Damrau,21.5
Barbara Bonney,Edith Mathis,45.0
Barbara Bonney,Anne Sofie von Otter,44.5
Barbara Bonney,Jessye Norman,45.5
Barbara Bonney,Sandrine Piau,21.5
Barbara Bonney,Véronique Gens,21.5
Barbara Bonney,Ian Bostridge,48.0
Barbara Bonney,Felicity Lott,21.5
Barbara Bonney,Sylvia McNair,21.5
Barbara Bonney,Susan Graham,21.5
Barbara Bonney,Lucia Popp,44.5
Barbara Bonney,Gundula Janowitz,46.0
Barbara Bonney,Elly Ameling,21.5
Barbara Bonney,Barbara Hendricks,21.5
Barbara Bonney,Arleen Auger,21.5
Barbara Bonney,Kathleen Battle,21.5
Barbara Bonney,Cheryl Studer,43.5
Barbara Bonney,Renée Fleming,21.5
Barbara Bonney,Elisabeth Schwarzkopf,44.5
Barbara Bonney,Emma Kirkby,21.5
Basick,The Quiett,51.0
Basick,DJ Wegun,45.0
Basick,Mad Clown,52.0
Basick,B-Free,51.5
Basick,Beenzino,54.5
Basick,Verbal Jint,51.0
Basick,Dok2,50.0
Basick,P-Type,39.5
Basick,Gaeko,54.5
Basick,nafla,51.0
Basick,Swings,48.5
Basick,JJK,23.5
Basick,CRUCiAL STAR,47.5
Basick,Ja Mezz,45.5
Basick,Okasian,45.0
Basick,Zion.T,54.5
Basick,Loptimist,23.5
Basick,J'Kyun,23.5
Basick,P & Q,23.5
Basick,e.Sens,23.5
Bavarian Radio Symphony Orchestra,Chicago Symphony Orchestra,58.0
Bavarian Radio Symphony Orchestra,Staatskapelle Dresden,58.0
Bavarian Radio Symphony Orchestra,New York Philharmonic,59.5
Bavarian Radio Symphony Orchestra,Boston Symphony Orchestra,59.5
Bavarian Radio Symphony Orchestra,Czech Philharmonic Orchestra,56.0
Bavarian Radio Symphony Orchestra,City Of Birmingham Symphony Orchestra,53.0
Bavarian Radio Symphony Orchestra,Herbert von Karajan,66.0
Bavarian Radio Symphony Orchestra,Philharmonia Orchestra,59.5
Bavarian Radio Symphony Orchestra,Staatskapelle Berlin,52.0
Bavarian Radio Symphony Orchestra,Mariss Jansons,53.5
Bavarian Radio Symphony Orchestra,Budapest Festival Orchestra,53.0
Bavarian Radio Symphony Orchestra,Sir Simon Rattle,61.5
Bavarian Radio Symphony Orchestra,Claudio Abbado,61.5
Bavarian Radio Symphony Orchestra,San Francisco Symphony,57.0
Bavarian Radio Symphony Orchestra,Sergiu Celibidache,47.5
Bavarian Radio Symphony Orchestra,Gewandhausorchester Leipzig,56.0
Bavarian Radio Symphony Orchestra,Royal Concertgebouw Orchestra,57.5
Bavarian Radio Symphony Orchestra,Philadelphia Orchestra,59.5
Bavarian Radio Symphony Orchestra,Munich Philharmonic Orchestra,49.0
Bavarian Radio Symphony Orchestra,Chamber Orchestra of Europe,28.0
Beast,Run–D.M.C.,71.0
Beast,Public Enemy,67.5
Beast,Sir Mix-A-Lot,65.0
Beast,Eric B. & Rakim,64.5
Beast,Digital Underground,66.0
Beast,House Of Pain,67.5
Beast,Jurassic 5,66.0
Beast,Del The Funky Homosapien,64.5
Beast,Naughty By Nature,68.0
Beast,The Pharcyde,67.5
Beast,2 LIVE CREW,64.0
Beast,ICE-T,66.5
Beast,A Tribe Called Quest,71.0
Beast,Primus,69.5
Beast,Digable Planets,64.0
Beast,Jane's Addiction,67.5
Beast,Ol' Dirty Bastard,72.5
Beast,CAKE,70.0
